Student,Proficiency,Ground Truth,IsCorrect,Transcript,Confidence
3280_HI_S1_S_2,S,I like to read.,True,I like to read Mujhe padhna pasand hai,0.92995495
3283_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3306_HI_S1_S_2,S,I like to read.,True,I link to read,0.90005475
3315_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3319_HI_S1_S_2,S,I like to read.,True,I like to read,0.87321901
3327_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3335_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3338_HI_S1_S_2,S,I like to read.,True,I like to read,0.91736335
3370_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3397_HI_S1_S_2,S,I like to read.,True,I like to read,0.92718619
3414_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3474_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3480_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3539_HI_S1_S_2,S,I like to read.,True,I like to reading,0.92995489
3548_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3582_HI_S1_S_2,S,I like to read.,True,I like to read,0.84455013
3608_HI_S1_S_2,S,I like to read.,True,,
3616_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3657_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3667_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3678_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3701_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3731_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3733_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3750_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3755_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3766_HI_S1_S_2,S,I like to read.,True,I like,0.70966738
3770_HI_S1_S_2,S,I like to read.,True,I like to river,0.77120006
3771_HI_S1_S_2,S,I like to read.,True,I like to trade,0.87639111
3774_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3811_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3812_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3818_HI_S1_S_2,S,I like to read.,True,I like to read read,0.86842299
3862_HI_S1_S_2,S,I like to read.,True,,
3869_HI_S1_S_2,S,I like to read.,True,I like to,0.87860388
3875_HI_S1_S_2,S,I like to read.,True,I like to read,0.92668259
3907_HI_S1_S_2,S,I like to read.,True,I like of red,0.70275706
3933_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3963_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
3965_HI_S1_S_2,S,I like to read.,True,I like to read,0.72434485
3972_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4002_HI_S1_S_2,S,I like to read.,True,I like to read,0.90887451
4006_HI_S1_S_2,S,I like to read.,True,white white white light,0.41529304
4026_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4042_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4048_HI_S1_S_2,S,I like to read.,True,I like to,0.87927294
4079_HI_S1_S_2,S,I like to read.,True,I like to read,0.92340887
4081_HI_S1_S_2,S,I like to read.,True,I like to read,0.83148688
4100_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4104_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4113_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4134_HI_S1_S_2,S,I like to read.,True,,
4141_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4143_HI_S1_S_2,S,I like to read.,True,I like to read,0.88926619
4155_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4200_HI_S1_S_2,S,I like to read.,True,like to,0.60971981
4223_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4233_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4239_HI_S1_S_2,S,I like to read.,True,I like it to read,0.92821902
4260_HI_S1_S_2,S,I like to read.,True,I like to read my partner Pasand karta hun,0.74383378
4262_HI_S1_S_2,S,I like to read.,True,I like to read Mujhe Main Achcha Padta,0.79288697
4290_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4298_HI_S1_S_2,S,I like to read.,True,I like to read,0.85744619
4319_HI_S1_S_2,S,I like to read.,True,I Like To Ride,0.92995489
4320_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4336_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4348_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4349_HI_S1_S_2,S,I like to read.,True,I like to read,0.7363475
4378_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4386_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4399_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4401_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4451_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4479_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4485_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4495_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4506_HI_S1_S_2,S,I like to read.,True,I like to land,0.82747507
4508_HI_S1_S_2,S,I like to read.,True,,
4509_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4520_HI_S1_S_2,S,I like to read.,True,I Like To Ride,0.84700871
4521_HI_S1_S_2,S,I like to read.,True,L I like to read,0.85400468
4524_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4563_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4589_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4599_HI_S1_S_2,S,I like to read.,True,I like to read read,0.79814559
4629_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4631_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4654_HI_S1_S_2,S,I like to read.,True,I like to read,0.92561275
4690_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4706_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4715_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4754_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4758_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4764_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4769_HI_S1_S_2,S,I like to read.,True,L I like to read,0.90375376
4773_HI_S1_S_2,S,I like to read.,True,,
4779_HI_S1_S_2,S,I like to read.,True,I like to write,0.9267751
4782_HI_S1_S_2,S,I like to read.,True,I like to read,0.84765846
4783_HI_S1_S_2,S,I like to read.,True,I like to read read,0.92995489
4788_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4790_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4793_HI_S1_S_2,S,I like to read.,True,I like,0.74071717
4797_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4801_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4814_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4815_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4824_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4832_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4849_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4856_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4857_HI_S1_S_2,S,I like to read.,True,let's,0.67602009
4870_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4888_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4890_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4893_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4897_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4898_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4939_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4958_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4959_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4973_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
4976_HI_S1_S_2,S,I like to read.,True,I like to see,0.70284677
4979_HI_S1_S_2,S,I like to read.,True,like to rain,0.756145
4985_HI_S1_S_2,S,I like to read.,True,I like to read,0.88355047
4986_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5006_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5026_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5059_HI_S1_S_2,S,I like to read.,True,I like to read,0.92145091
5076_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5087_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5103_HI_S1_S_2,S,I like to read.,True,I like to read,0.85468435
5117_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5160_HI_S1_S_2,S,I like to read.,True,live to ride,0.89711022
5182_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5185_HI_S1_S_2,S,I like to read.,True,I like to trade,0.84924537
5193_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5196_HI_S1_S_2,S,I like to read.,True,I like to read Mujhe padhna pasand hai,0.92995495
5201_HI_S1_S_2,S,I like to read.,True,I like to write,0.92995489
5228_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5245_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5254_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5255_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5273_HI_S1_S_2,S,I like to read.,True,I like to read,0.92995489
5278_HI_S1_S_2,S,I like to read.,True,I like to read read,0.92995489
5283_HI_S1_S_2,S,I like to read.,True,,
1397_HI_S1_S_2,S,I like to read.,False,galat padhoge galat,0.55948907
1518_HI_S1_S_2,S,I like to read.,False,,
1629_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
1630_HI_S1_S_2,S,I like to read.,False,I like to reading,0.92995489
1641_HI_S1_S_2,S,I like to read.,False,forest,0.60740459
1864_HI_S1_S_2,S,I like to read.,False,,
1888_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
1905_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
1958_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
1997_HI_S1_S_2,S,I like to read.,False,I,0.74063361
2142_HI_S1_S_2,S,I like to read.,False,,
2249_HI_S1_S_2,S,I like to read.,False,,
2263_HI_S1_S_2,S,I like to read.,False,,
2274_HI_S1_S_2,S,I like to read.,False,,
2306_HI_S1_S_2,S,I like to read.,False,how to read I like,0.5685944
2330_HI_S1_S_2,S,I like to read.,False,I Like To Ride,0.81679618
2344_HI_S1_S_2,S,I like to read.,False,,
2369_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
2421_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
2502_HI_S1_S_2,S,I like to read.,False,,
2561_HI_S1_S_2,S,I like to read.,False,,
2621_HI_S1_S_2,S,I like to read.,False,,
2644_HI_S1_S_2,S,I like to read.,False,I love you 2,0.51025188
2676_HI_S1_S_2,S,I like to read.,False,,
2684_HI_S1_S_2,S,I like to read.,False,Tu,0.59222054
2717_HI_S1_S_2,S,I like to read.,False,,
2770_HI_S1_S_2,S,I like to read.,False,,
2802_HI_S1_S_2,S,I like to read.,False,n l i k e d o r e a b,0.86430764
2805_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
2910_HI_S1_S_2,S,I like to read.,False,I like to Road,0.84734219
2917_HI_S1_S_2,S,I like to read.,False,Play Store,0.76241237
2929_HI_S1_S_2,S,I like to read.,False,l lucky to read,0.79434699
2955_HI_S1_S_2,S,I like to read.,False,,
2967_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
2996_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3066_HI_S1_S_2,S,I like to read.,False,I like to read read,0.73190957
3072_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3087_HI_S1_S_2,S,I like to read.,False,,
3093_HI_S1_S_2,S,I like to read.,False,,
3096_HI_S1_S_2,S,I like to read.,False,I Like To Ride,0.89690083
3137_HI_S1_S_2,S,I like to read.,False,,
3140_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3177_HI_S1_S_2,S,I like to read.,False,I,0.81435215
3190_HI_S1_S_2,S,I like to read.,False,I I like the diet,0.77980632
3265_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3324_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3332_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3388_HI_S1_S_2,S,I like to read.,False,,
3432_HI_S1_S_2,S,I like to read.,False,,
3456_HI_S1_S_2,S,I like to read.,False,lag to read,0.68622857
3483_HI_S1_S_2,S,I like to read.,False,like to read,0.83733511
3544_HI_S1_S_2,S,I like to read.,False,,
3554_HI_S1_S_2,S,I like to read.,False,it light it like to Road read read,0.58742547
3642_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3665_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3670_HI_S1_S_2,S,I like to read.,False,I like you,0.80634862
3718_HI_S1_S_2,S,I like to read.,False,I like to read,0.91780031
3729_HI_S1_S_2,S,I like to read.,False,I like to read read,0.92995489
3752_HI_S1_S_2,S,I like to read.,False,I like to,0.82870358
3753_HI_S1_S_2,S,I like to read.,False,,
3780_HI_S1_S_2,S,I like to read.,False,,
3784_HI_S1_S_2,S,I like to read.,False,I like,0.92995483
3817_HI_S1_S_2,S,I like to read.,False,I like to ready life my life 2,0.7075718
3833_HI_S1_S_2,S,I like to read.,False,I like to,0.51339161
3840_HI_S1_S_2,S,I like to read.,False,l l l l i k e t o r e a d,0.62665397
3841_HI_S1_S_2,S,I like to read.,False,like,0.90065795
3847_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3848_HI_S1_S_2,S,I like to read.,False,,
3879_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
3901_HI_S1_S_2,S,I like to read.,False,like to reading like to reading,0.8353197
3926_HI_S1_S_2,S,I like to read.,False,I like to,0.57672668
3949_HI_S1_S_2,S,I like to read.,False,i i k e Pak,0.76282531
3971_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
4038_HI_S1_S_2,S,I like to read.,False,,
4242_HI_S1_S_2,S,I like to read.,False,,
4243_HI_S1_S_2,S,I like to read.,False,i l i k e t t o r e a d,0.83976299
4355_HI_S1_S_2,S,I like to read.,False,,
4408_HI_S1_S_2,S,I like to read.,False,,
4413_HI_S1_S_2,S,I like to read.,False,,
4416_HI_S1_S_2,S,I like to read.,False,I Ling I like to,0.38012353
4447_HI_S1_S_2,S,I like to read.,False,I like to Road,0.44469357
4456_HI_S1_S_2,S,I like to read.,False,Mitthu,0.42029583
4471_HI_S1_S_2,S,I like to read.,False,,
4503_HI_S1_S_2,S,I like to read.,False,I like to read,0.92217112
4525_HI_S1_S_2,S,I like to read.,False,I live to read,0.88812208
4532_HI_S1_S_2,S,I like to read.,False,I like to write,0.92995489
4566_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
4606_HI_S1_S_2,S,I like to read.,False,,
4636_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
4641_HI_S1_S_2,S,I like to read.,False,,
4649_HI_S1_S_2,S,I like to read.,False,I like to read Mujhe Lal pasand hai,0.92795467
4667_HI_S1_S_2,S,I like to read.,False,I click to read,0.65328348
4678_HI_S1_S_2,S,I like to read.,False,like to read,0.92897558
4718_HI_S1_S_2,S,I like to read.,False,I like to,0.63276422
4721_HI_S1_S_2,S,I like to read.,False,I like to ready,0.85259259
4778_HI_S1_S_2,S,I like to read.,False,I like to read,0.74483925
4865_HI_S1_S_2,S,I like to read.,False,I like to read,0.85047626
4868_HI_S1_S_2,S,I like to read.,False,i k a t o r a b,0.85394531
4889_HI_S1_S_2,S,I like to read.,False,Nike,0.88964605
4906_HI_S1_S_2,S,I like to read.,False,I like to read,0.9237355
4935_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
4938_HI_S1_S_2,S,I like to read.,False,I'd like to read Mein Lal Rang ko Pasand batao,0.86225778
5009_HI_S1_S_2,S,I like to read.,False,you like to read,0.84771156
5027_HI_S1_S_2,S,I like to read.,False,i l like to,0.84191799
5052_HI_S1_S_2,S,I like to read.,False,l like to read,0.91064245
5120_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
5151_HI_S1_S_2,S,I like to read.,False,,
5172_HI_S1_S_2,S,I like to read.,False,like to be ready,0.63363248
5179_HI_S1_S_2,S,I like to read.,False,I like to read,0.92688763
5216_HI_S1_S_2,S,I like to read.,False,I like to read,0.92995489
5225_HI_S1_S_2,S,I like to read.,False,,
5258_HI_S1_S_2,S,I like to read.,False,,
5299_HI_S1_S_2,S,I like to read.,False,I like to I like to read,0.92995495
1378_HI_S1_S_3,S,I have a fat  dog .,True,I have a fight dog,0.74703217
1384_HI_S1_S_3,S,I have a fat  dog .,True,I have fat dog,0.85743701
1389_HI_S1_S_3,S,I have a fat  dog .,True,I have a dog,0.92995489
1399_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1402_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.77932805
1407_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.85416204
1410_HI_S1_S_3,S,I have a fat  dog .,True,I have a dog,0.9166376
1413_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.83808935
1424_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat,0.87741727
1438_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1443_HI_S1_S_3,S,I have a fat  dog .,True,I have,0.64048249
1447_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1479_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.78536814
1492_HI_S1_S_3,S,I have a fat  dog .,True,I have fat dog,0.88511658
1495_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.88904399
1501_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.86592472
1523_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat big,0.86909473
1537_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.84638089
1542_HI_S1_S_3,S,I have a fat  dog .,True,I have a dog,0.92995489
1552_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat,0.81222475
1559_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.81926715
1566_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.87876987
1595_HI_S1_S_3,S,I have a fat  dog .,True,I have I have a pet dog,0.92995495
1614_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat fat dog,0.92995495
1615_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92555487
1629_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.80284709
1647_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.85206193
1675_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat,0.65679175
1694_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1704_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.82936496
1721_HI_S1_S_3,S,I have a fat  dog .,True,I have a head dog,0.92205584
1733_HI_S1_S_3,S,I have a fat  dog .,True,I have fat dog,0.92995489
1775_HI_S1_S_3,S,I have a fat  dog .,True,I have a fight dog,0.80788344
1778_HI_S1_S_3,S,I have a fat  dog .,True,I have talked,0.86501527
1839_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.87958336
1844_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1849_HI_S1_S_3,S,I have a fat  dog .,True,I have a first pet dog,0.84959584
1853_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1861_HI_S1_S_3,S,I have a fat  dog .,True,I have a fan word,0.81285125
1871_HI_S1_S_3,S,I have a fat  dog .,True,I have fat dogs,0.84651822
1888_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.87870681
1905_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.78611773
1911_HI_S1_S_3,S,I have a fat  dog .,True,I have a fight dog kutta hai,0.88251936
1926_HI_S1_S_3,S,I have a fat  dog .,True,have a fat dog,0.89454162
1956_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1960_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
1971_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2018_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2070_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.80323851
2075_HI_S1_S_3,S,I have a fat  dog .,True,I have a fight dog,0.82025462
2078_HI_S1_S_3,S,I have a fat  dog .,True,I Hogi a pet dog,0.79608411
2093_HI_S1_S_3,S,I have a fat  dog .,True,i h a v a t,0.68606466
2104_HI_S1_S_3,S,I have a fat  dog .,True,I have a dog,0.75768453
2112_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.90999806
2120_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.86009228
2129_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2137_HI_S1_S_3,S,I have a fat  dog .,True,,
2162_HI_S1_S_3,S,I have a fat  dog .,True,I have a hit,0.88180381
2169_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2180_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2195_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.92995489
2201_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2261_HI_S1_S_3,S,I have a fat  dog .,True,I have a I have a fat dog,0.89824456
2277_HI_S1_S_3,S,I have a fat  dog .,True,,
2297_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.9255811
2418_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2421_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2439_HI_S1_S_3,S,I have a fat  dog .,True,I have a fast heart dog,0.89692765
2443_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92883414
2485_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.78396028
2492_HI_S1_S_3,S,I have a fat  dog .,True,I hate,0.64628172
2511_HI_S1_S_3,S,I have a fat  dog .,True,I,0.8133356
2572_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92927331
2580_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.92995489
2590_HI_S1_S_3,S,I have a fat  dog .,True,I have a dog,0.8473714
2632_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2636_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.85538691
2650_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.92995489
2755_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat talk,0.69029403
2756_HI_S1_S_3,S,I have a fat  dog .,True,I have I have a fat dog,0.92995495
2778_HI_S1_S_3,S,I have a fat  dog .,True,,
2812_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.89361894
2819_HI_S1_S_3,S,I have a fat  dog .,True,I have a fire,0.83573782
2841_HI_S1_S_3,S,I have a fat  dog .,True,I have a dog,0.86517668
2847_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2880_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.92995489
2900_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.92995489
2910_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.85517091
2913_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.90667999
2937_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
2946_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet,0.78968614
2966_HI_S1_S_3,S,I have a fat  dog .,True,I have fit dog,0.79049301
2982_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.81276292
3010_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.83123618
3016_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.86684483
3023_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.846264
3051_HI_S1_S_3,S,I have a fat  dog .,True,I had a farm,0.76694191
3076_HI_S1_S_3,S,I have a fat  dog .,True,I have a for,0.75715935
3077_HI_S1_S_3,S,I have a fat  dog .,True,,
3083_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.84818649
3084_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92922592
3088_HI_S1_S_3,S,I have a fat  dog .,True,I have fat dog mere paas ek Mota kutta hai,0.77980667
3096_HI_S1_S_3,S,I have a fat  dog .,True,I have a heart,0.8565191
3135_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dogs,0.90422136
3142_HI_S1_S_3,S,I have a fat  dog .,True,I have I have a dog,0.88820475
3146_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat bike dog dog,0.83995378
3198_HI_S1_S_3,S,I have a fat  dog .,True,I saw a fat dog,0.73985559
3230_HI_S1_S_3,S,I have a fat  dog .,True,I have a doubt,0.92995489
3231_HI_S1_S_3,S,I have a fat  dog .,True,Nahin,0.80479556
3240_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
3243_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat,0.79746866
3247_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.78787595
3249_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.83963507
3251_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.89249039
3265_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.89070761
3276_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92995489
3279_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog mere pass Ek Mota kutta kutta hai,0.86733347
3280_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog mere paas ek Mota kutta hai,0.89769292
3315_HI_S1_S_3,S,I have a fat  dog .,True,I have a fit,0.82266104
3319_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat fat dog,0.92995495
3327_HI_S1_S_3,S,I have a fat  dog .,True,I have a fight dog,0.69669145
3338_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.92802638
3414_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.74134111
3456_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.84707004
3474_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.85299414
3480_HI_S1_S_3,S,I have a fat  dog .,True,I am a pet dog,0.92995489
3483_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.8894313
3548_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.8877176
3554_HI_S1_S_3,S,I have a fat  dog .,True,I have a pet dog,0.85706025
3582_HI_S1_S_3,S,I have a fat  dog .,True,I have a fitting shop,0.79792219
3608_HI_S1_S_3,S,I have a fat  dog .,True,,
3616_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.92554951
3642_HI_S1_S_3,S,I have a fat  dog .,True,I have a fat dog,0.90873402
