Student,Proficiency,Ground Truth,IsCorrect,Transcript,Confidence,Distance
2335_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2346_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2418_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.92995489,0.9428090415820636
2439_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2443_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2465_HI_S1_S_2,S,I like to read.,1.0,,,0.0
2485_HI_S1_S_2,S,I like to read.,1.0,I like to reading,0.92995489,0.8164965809277261
2492_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2511_HI_S1_S_2,S,I like to read.,1.0,I I like to,0.78381568,0.8164965809277261
2557_HI_S1_S_2,S,I like to read.,1.0,I like,0.83383924,0.5773502691896258
2571_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.82235307,0.9428090415820636
2572_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2580_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2590_HI_S1_S_2,S,I like to read.,1.0,like to reading reading,0.86330032,0.8164965809277261
2632_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2636_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2650_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2728_HI_S1_S_2,S,I like to read.,1.0,,,0.0
2755_HI_S1_S_2,S,I like to read.,1.0,I like to read write read,0.7966733,0.9428090415820636
2756_HI_S1_S_2,S,I like to read.,1.0,I love to read,0.92995489,0.8164965809277261
2758_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.85255754,1.0000000000000002
2778_HI_S1_S_2,S,I like to read.,1.0,,,0.0
2812_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92061871,1.0000000000000002
2819_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2847_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2879_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2900_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2913_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.91926652,1.0000000000000002
2937_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.8193571,1.0000000000000002
2946_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.72542924,1.0000000000000002
2966_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
2982_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.92995489,0.9428090415820636
3010_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.92890692,0.9428090415820636
3016_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3023_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.88900959,1.0000000000000002
3051_HI_S1_S_2,S,I like to read.,1.0,Tu,0.38008371,0.0
3076_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3077_HI_S1_S_2,S,I like to read.,1.0,,,0.0
3083_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3084_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3088_HI_S1_S_2,S,I like to read.,1.0,I like to red colour Mujhe red colour bahut pasand hai,0.77325153,0.8164965809277261
3092_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3135_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3142_HI_S1_S_2,S,I like to read.,1.0,I love to read read,0.92974293,0.7745966692414836
3146_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3198_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3230_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.91370934,1.0000000000000002
3231_HI_S1_S_2,S,I like to read.,1.0,Nahin Aata,0.60912699,0.0
3240_HI_S1_S_2,S,I like to read.,1.0,I like to rail,0.79173452,0.8164965809277261
3243_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.91804969,1.0000000000000002
3247_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3248_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92954558,1.0000000000000002
3249_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3251_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3276_HI_S1_S_2,S,I like to read.,1.0,I card to read,0.81917888,0.8164965809277261
3279_HI_S1_S_2,S,I like to read.,1.0,I like to read Mujhe karna Achcha lagta hai,0.88371909,1.0000000000000002
3280_HI_S1_S_2,S,I like to read.,1.0,I like to read Mujhe padhna pasand hai,0.92995495,1.0000000000000002
3283_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3306_HI_S1_S_2,S,I like to read.,1.0,I link to read,0.90005475,0.8164965809277261
3315_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3319_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.87321901,1.0000000000000002
3327_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3335_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3338_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.91736335,1.0000000000000002
3370_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3397_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92718619,1.0000000000000002
3414_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3474_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3480_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3539_HI_S1_S_2,S,I like to read.,1.0,I like to reading,0.92995489,0.8164965809277261
3548_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3582_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.84455013,1.0000000000000002
3608_HI_S1_S_2,S,I like to read.,1.0,,,0.0
3616_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3657_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3667_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3678_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3701_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3731_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3733_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3750_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3755_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3766_HI_S1_S_2,S,I like to read.,1.0,I like,0.70966738,0.5773502691896258
3770_HI_S1_S_2,S,I like to read.,1.0,I like to river,0.77120006,0.8164965809277261
3771_HI_S1_S_2,S,I like to read.,1.0,I like to trade,0.87639111,0.8164965809277261
3774_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3811_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3812_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3818_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.86842299,0.9428090415820636
3862_HI_S1_S_2,S,I like to read.,1.0,,,0.0
3869_HI_S1_S_2,S,I like to read.,1.0,I like to,0.87860388,0.8164965809277261
3875_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92668259,1.0000000000000002
3907_HI_S1_S_2,S,I like to read.,1.0,I like of red,0.70275706,0.5773502691896258
3933_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3963_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
3965_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.72434485,1.0000000000000002
3972_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4002_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.90887451,1.0000000000000002
4006_HI_S1_S_2,S,I like to read.,1.0,white white white light,0.41529304,0.0
4026_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4042_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4048_HI_S1_S_2,S,I like to read.,1.0,I like to,0.87927294,0.8164965809277261
4079_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92340887,1.0000000000000002
4081_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.83148688,1.0000000000000002
4100_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4104_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4113_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4134_HI_S1_S_2,S,I like to read.,1.0,,,0.0
4141_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4143_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.88926619,1.0000000000000002
4155_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4200_HI_S1_S_2,S,I like to read.,1.0,like to,0.60971981,0.8164965809277261
4223_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4233_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4239_HI_S1_S_2,S,I like to read.,1.0,I like it to read,0.92821902,1.0000000000000002
4260_HI_S1_S_2,S,I like to read.,1.0,I like to read my partner Pasand karta hun,0.74383378,1.0000000000000002
4262_HI_S1_S_2,S,I like to read.,1.0,I like to read Mujhe Main Achcha Padta,0.79288697,1.0000000000000002
4290_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4298_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.85744619,1.0000000000000002
4319_HI_S1_S_2,S,I like to read.,1.0,I Like To Ride,0.92995489,0.8164965809277261
4320_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4336_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4348_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4349_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.7363475,1.0000000000000002
4378_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4386_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4399_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4401_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4451_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4479_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4485_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4495_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4506_HI_S1_S_2,S,I like to read.,1.0,I like to land,0.82747507,0.8164965809277261
4508_HI_S1_S_2,S,I like to read.,1.0,,,0.0
4509_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4520_HI_S1_S_2,S,I like to read.,1.0,I Like To Ride,0.84700871,0.8164965809277261
4521_HI_S1_S_2,S,I like to read.,1.0,L I like to read,0.85400468,1.0000000000000002
4524_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4563_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4589_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4599_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.79814559,0.9428090415820636
4629_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4631_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4654_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92561275,1.0000000000000002
4690_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4706_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4715_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4754_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4758_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4764_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4769_HI_S1_S_2,S,I like to read.,1.0,L I like to read,0.90375376,1.0000000000000002
4773_HI_S1_S_2,S,I like to read.,1.0,,,0.0
4779_HI_S1_S_2,S,I like to read.,1.0,I like to write,0.9267751000000001,0.8164965809277261
4782_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.84765846,1.0000000000000002
4783_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.92995489,0.9428090415820636
4788_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4790_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4793_HI_S1_S_2,S,I like to read.,1.0,I like,0.74071717,0.5773502691896258
4797_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4801_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4814_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4815_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4824_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4832_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4849_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4856_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4857_HI_S1_S_2,S,I like to read.,1.0,let's,0.67602009,0.0
4870_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4888_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4890_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4893_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4897_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4898_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4939_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4958_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4959_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4973_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
4976_HI_S1_S_2,S,I like to read.,1.0,I like to see,0.70284677,0.8164965809277261
4979_HI_S1_S_2,S,I like to read.,1.0,like to rain,0.756145,0.8164965809277261
4985_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.88355047,1.0000000000000002
4986_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5006_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5026_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5059_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92145091,1.0000000000000002
5076_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5087_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5103_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.85468435,1.0000000000000002
5117_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5160_HI_S1_S_2,S,I like to read.,1.0,live to ride,0.89711022,0.5773502691896258
5182_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5185_HI_S1_S_2,S,I like to read.,1.0,I like to trade,0.84924537,0.8164965809277261
5193_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5196_HI_S1_S_2,S,I like to read.,1.0,I like to read Mujhe padhna pasand hai,0.92995495,1.0000000000000002
5201_HI_S1_S_2,S,I like to read.,1.0,I like to write,0.92995489,0.8164965809277261
5228_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5245_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5254_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5255_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5273_HI_S1_S_2,S,I like to read.,1.0,I like to read,0.92995489,1.0000000000000002
5278_HI_S1_S_2,S,I like to read.,1.0,I like to read read,0.92995489,0.9428090415820636
5283_HI_S1_S_2,S,I like to read.,1.0,,,0.0
1397_HI_S1_S_2,S,I like to read.,0.0,galat padhoge galat,0.55948907,0.0
1518_HI_S1_S_2,S,I like to read.,0.0,,,0.0
1629_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
1630_HI_S1_S_2,S,I like to read.,0.0,I like to reading,0.92995489,0.8164965809277261
1641_HI_S1_S_2,S,I like to read.,0.0,forest,0.60740459,0.0
1864_HI_S1_S_2,S,I like to read.,0.0,,,0.0
1888_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
1905_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
1958_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
1997_HI_S1_S_2,S,I like to read.,0.0,I,0.74063361,0.0
2142_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2249_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2263_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2274_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2306_HI_S1_S_2,S,I like to read.,0.0,how to read I like,0.5685944,1.0000000000000002
2330_HI_S1_S_2,S,I like to read.,0.0,I Like To Ride,0.81679618,0.8164965809277261
2344_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2369_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
2421_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
2502_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2561_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2621_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2644_HI_S1_S_2,S,I like to read.,0.0,I love you 2,0.51025188,0.0
2676_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2684_HI_S1_S_2,S,I like to read.,0.0,Tu,0.59222054,0.0
2717_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2770_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2802_HI_S1_S_2,S,I like to read.,0.0,n l i k e d o r e a b,0.86430764,0.0
2805_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
2910_HI_S1_S_2,S,I like to read.,0.0,I like to Road,0.84734219,0.8164965809277261
2917_HI_S1_S_2,S,I like to read.,0.0,Play Store,0.76241237,0.0
2929_HI_S1_S_2,S,I like to read.,0.0,l lucky to read,0.79434699,0.8164965809277261
2955_HI_S1_S_2,S,I like to read.,0.0,,,0.0
2967_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
2996_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3066_HI_S1_S_2,S,I like to read.,0.0,I like to read read,0.73190957,0.9428090415820636
3072_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3087_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3093_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3096_HI_S1_S_2,S,I like to read.,0.0,I Like To Ride,0.89690083,0.8164965809277261
3137_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3140_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3177_HI_S1_S_2,S,I like to read.,0.0,I,0.81435215,0.0
3190_HI_S1_S_2,S,I like to read.,0.0,I I like the diet,0.77980632,0.5773502691896258
3265_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3324_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3332_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3388_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3432_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3456_HI_S1_S_2,S,I like to read.,0.0,lag to read,0.68622857,0.8164965809277261
3483_HI_S1_S_2,S,I like to read.,0.0,like to read,0.83733511,1.0000000000000002
3544_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3554_HI_S1_S_2,S,I like to read.,0.0,it light it like to Road read read,0.58742547,0.9428090415820636
3642_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3665_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3670_HI_S1_S_2,S,I like to read.,0.0,I like you,0.80634862,0.5773502691896258
3718_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.91780031,1.0000000000000002
3729_HI_S1_S_2,S,I like to read.,0.0,I like to read read,0.92995489,0.9428090415820636
3752_HI_S1_S_2,S,I like to read.,0.0,I like to,0.82870358,0.8164965809277261
3753_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3780_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3784_HI_S1_S_2,S,I like to read.,0.0,I like,0.92995483,0.5773502691896258
3817_HI_S1_S_2,S,I like to read.,0.0,I like to ready life my life 2,0.7075718000000001,0.8164965809277261
3833_HI_S1_S_2,S,I like to read.,0.0,I like to,0.51339161,0.8164965809277261
3840_HI_S1_S_2,S,I like to read.,0.0,l l l l i k e t o r e a d,0.62665397,0.0
3841_HI_S1_S_2,S,I like to read.,0.0,like,0.90065795,0.5773502691896258
3847_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3848_HI_S1_S_2,S,I like to read.,0.0,,,0.0
3879_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
3901_HI_S1_S_2,S,I like to read.,0.0,like to reading like to reading,0.8353197,0.8164965809277261
3926_HI_S1_S_2,S,I like to read.,0.0,I like to,0.57672668,0.8164965809277261
3949_HI_S1_S_2,S,I like to read.,0.0,i i k e Pak,0.76282531,0.0
3971_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
4038_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4242_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4243_HI_S1_S_2,S,I like to read.,0.0,i l i k e t t o r e a d,0.83976299,0.0
4355_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4408_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4413_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4416_HI_S1_S_2,S,I like to read.,0.0,I Ling I like to,0.38012353,0.8164965809277261
4447_HI_S1_S_2,S,I like to read.,0.0,I like to Road,0.44469357,0.8164965809277261
4456_HI_S1_S_2,S,I like to read.,0.0,Mitthu,0.42029583,0.0
4471_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4503_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92217112,1.0000000000000002
4525_HI_S1_S_2,S,I like to read.,0.0,I live to read,0.88812208,0.8164965809277261
4532_HI_S1_S_2,S,I like to read.,0.0,I like to write,0.92995489,0.8164965809277261
4566_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
4606_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4636_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
4641_HI_S1_S_2,S,I like to read.,0.0,,,0.0
4649_HI_S1_S_2,S,I like to read.,0.0,I like to read Mujhe Lal pasand hai,0.92795467,1.0000000000000002
4667_HI_S1_S_2,S,I like to read.,0.0,I click to read,0.65328348,0.8164965809277261
4678_HI_S1_S_2,S,I like to read.,0.0,like to read,0.92897558,1.0000000000000002
4718_HI_S1_S_2,S,I like to read.,0.0,I like to,0.63276422,0.8164965809277261
4721_HI_S1_S_2,S,I like to read.,0.0,I like to ready,0.85259259,0.8164965809277261
4778_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.74483925,1.0000000000000002
4865_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.85047626,1.0000000000000002
4868_HI_S1_S_2,S,I like to read.,0.0,i k a t o r a b,0.85394531,0.0
4889_HI_S1_S_2,S,I like to read.,0.0,Nike,0.88964605,0.0
4906_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.9237354999999999,1.0000000000000002
4935_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
4938_HI_S1_S_2,S,I like to read.,0.0,I'd like to read Mein Lal Rang ko Pasand batao,0.86225778,1.0000000000000002
5009_HI_S1_S_2,S,I like to read.,0.0,you like to read,0.84771156,1.0000000000000002
5027_HI_S1_S_2,S,I like to read.,0.0,i l like to,0.84191799,0.8164965809277261
5052_HI_S1_S_2,S,I like to read.,0.0,l like to read,0.91064245,1.0000000000000002
5120_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
5151_HI_S1_S_2,S,I like to read.,0.0,,,0.0
5172_HI_S1_S_2,S,I like to read.,0.0,like to be ready,0.63363248,0.8164965809277261
5179_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92688763,1.0000000000000002
5216_HI_S1_S_2,S,I like to read.,0.0,I like to read,0.92995489,1.0000000000000002
5225_HI_S1_S_2,S,I like to read.,0.0,,,0.0
5258_HI_S1_S_2,S,I like to read.,0.0,,,0.0
5299_HI_S1_S_2,S,I like to read.,0.0,I like to I like to read,0.92995495,0.9622504486493763
1378_HI_S1_S_3,S,I have a fat  dog .,1.0,I have a fight dog,0.74703217,0.8164965809277261
1384_HI_S1_S_3,S,I have a fat  dog .,1.0,I have fat dog,0.85743701,1.0000000000000002
1389_HI_S1_S_3,S,I have a fat  dog .,1.0,I have a dog,0.92995489,0.8164965809277261
1399_HI_S1_S_3,S,I have a fat  dog .,1.0,I have a fat dog,0.92995489,1.0000000000000002
1402_HI_S1_S_3,S,I have a fat  dog .,1.0,I have a pet dog,0.77932805,0.8164965809277261
1407_HI_S1_S_3,S,I have a fat  dog .,1.0,I have a fat dog,0.85416204,1.0000000000000002
